t,truth_p,truth_v,measurements
0.122,0.5710267138621288,8.237087987044498,1.7937749744062041
0.123,0.5792638018491733,8.826968478203021,1.8460608076718126
0.124,0.5880907703273762,8.631059641684546,2.385264768851842
0.125,0.5967218299690608,7.88441474216176,-2.804707620580936
0.126,0.6046062447112225,9.397013547403311,-2.4543752075188277
0.127,0.6140032582586258,9.115505247641874,-0.6018006419546776
0.128,0.6231187635062676,9.677537608202522,0.2523286451655147
0.129,0.6327963011144702,10.007416488188767,0.8314768977204099
0.13,0.642803717602659,9.963036143418945,4.172683455000625
0.131,0.652766753746078,11.352446599739903,-2.086308658593631
0.132,0.6641192003458178,9.454600891537599,1.567656885115964
0.133,0.6735738012373554,9.540277536024655,0.3523674709921651
0.134,0.68311407877338,8.777540488022696,0.032323908578961724
0.135,0.6918916192614027,8.480095142945009,1.4163857087730645
0.136,0.7003717144043478,6.911140292033571,-0.9471459496997876
0.137,0.7072828546963813,4.560135191924434,0.010981968533922526
0.138,0.7118429898883057,4.599562492296926,1.711834841006651
0.139,0.7164425523806026,4.058389869353247,-2.0956920935228993
0.14,0.7205009422499559,4.461586293449715,2.0714714053366707
0.141,0.7249625285434056,3.657530723446284,2.5332917038359315
0.142,0.7286200592668519,2.047928402407429,2.898514379513659
0.143,0.7306679876692593,3.2356499166357433,0.7677020749117075
0.144,0.733903637585895,1.982375081334053,0.023421448679390555
0.145,0.7358860126672291,2.1031598622538756,3.2709258243711083
0.146,0.7379891725294829,2.0071581448418816,1.2306239083669759
0.147,0.7399963306743248,2.13781236447457,2.662356679016331
0.148,0.7421341430387993,3.953521939354523,1.061535436574635
0.149,0.7460876649781538,5.325775892897439,2.4163063546615957
0.15,0.7514134408710512,3.927855090933722,-0.027550921570980935
0.151,0.755341295961985,5.058596244452404,0.3155662245998787
0.152,0.7603998922064373,5.998262199161096,-0.982427867163368
0.153,0.7663981544055984,5.233360166581291,1.4028130834881598
0.154,0.7716315145721797,4.703815936944258,-0.7736606058692903
0.155,0.776335330509124,5.004434431254795,1.6492387184025679
0.156,0.7813397649403787,4.415283117896349,1.0276475012441817
0.157,0.785755048058275,3.8021766455041677,0.5896424700897326
0.158,0.7895572247037792,5.204958842130346,1.0462661995098406
0.159,0.7947621835459096,6.19202197453143,1.9978340311548957
0.16,0.8009542055204409,5.576181669774631,2.1090322093690608
0.161,0.8065303871902155,3.697507168563728,1.1058870202676332
0.162,0.8102278943587793,2.902369674716493,1.0926332553824878
0.163,0.8131302640334958,3.8883251149203812,1.4050923060635958
0.164,0.8170185891484162,3.761158685226261,2.182074372310131
0.165,0.8207797478336425,4.223954176953928,0.2333392687319935
0.166,0.8250037020105965,5.611171779983297,1.1323022168521901
0.167,0.8306148737905797,6.5388368247227255,4.448312793440072
0.168,0.8371537106153024,6.347822232232255,-1.9001169305522811
0.169,0.8435015328475347,6.4615741195798515,1.3298250077919427
0.17,0.8499631069671145,5.348207376480551,0.7813561463035762
0.171,0.8553113143435951,5.657502596026427,2.4611267976091455
0.172,0.8609688169396215,5.919691617878968,0.605948064965905
0.173,0.8668885085575004,6.038385539526642,0.5560558212357989
0.174,0.8729268940970271,7.574840131043317,0.18643803094999944
0.175,0.8805017342280704,7.757959832061676,1.1913499316365228
0.176,0.888259694060132,6.879991760476332,-0.8312930881987329
0.177,0.8951396858206084,7.53095067941508,-0.4128826002189472
0.178,0.9026706365000235,7.742964480588365,2.6060094752377885
0.179,0.9104136009806119,6.973664334743293,1.9020786197470652
0.18,0.9173872653153552,8.589640448341,0.9809862273201067
0.181,0.9259769057636962,9.387526951778709,0.5000317587480249
0.182,0.9353644327154749,10.025755906621766,-0.4317238964134913
0.183,0.9453901886220967,10.218740156889954,0.062084168623824154
0.184,0.9556089287789866,10.487584985653424,3.087200680900078
0.185,0.96609651376464,12.9880670969598,2.1627492633102
0.186,0.9790845808615998,12.621674642724637,0.8436515090344848
0.187,0.9917062555043245,12.800403177714536,1.9391060803225315
0.188,1.004506658682039,12.064414869834925,1.857090183978121
0.189,1.016571073551874,11.380170109509303,1.73507457778456
0.19,1.0279512436613834,13.065263026533037,-0.8308354999785079
0.191,1.0410165066879165,12.614938950261365,-1.3455856705006006
0.192,1.053631445638178,13.845573858352973,1.2699124703782783
0.193,1.0674770194965308,12.37199672271976,2.160335444514148
0.194,1.0798490162192507,12.054139811282512,1.9864371605844118
0.195,1.0919031560305332,12.745424081022204,0.26886435739542724
0.196,1.1046485801115555,13.274934580060647,-2.463422705403832
0.197,1.1179235146916162,13.352465381092713,-1.3814813205711514
0.198,1.131275980072709,11.746710455797974,2.224176223724606
0.199,1.143022690528507,12.672335787402558,1.9675671597847533
0.2,1.1556950263159096,12.578451330771601,-0.9834300091249109
0.201,1.1682734776466812,12.956436103019998,0.2554963580729843
0.202,1.1812299137497013,11.643257222429247,0.6194190224513152
0.203,1.1928731709721305,11.261322924766542,0.21527889041627435
0.204,1.204134493896897,11.952023766101934,1.5784445419019404
0.205,1.216086517662999,11.946162481388528,2.4346643864983877
0.206,1.2280326801443875,11.047244268925715,0.41010813294897597
0.207,1.2390799244133133,11.568330458106033,-1.016537296262248
0.208,1.2506482548714193,10.712557981932916,0.5160930190220405
0.209,1.2613608128533522,11.209069555323257,3.6120293346022434
0.21,1.2725698824086755,9.99782131397251,1.247698200540193
0.211,1.282567703722648,9.958644428431871,3.3854685644842433
0.212,1.2925263481510798,10.367186246548721,0.9357066554730742
0.213,1.3028935343976284,11.48152589756985,2.1163246396504034
0.214,1.3143750602951982,12.083181884498082,-0.28568594026363536
0.215,1.3264582421796962,13.615374531164656,0.01273831262718561
0.216,1.340073616710861,13.850972073820188,1.6676851596253401
0.217,1.3539245887846811,14.31771811437584,0.9453805393010071
0.218,1.368242306899057,14.520223143563085,3.8445297139416494
0.219,1.38276253004262,14.3434892103598,3.1836899956604547
0.22,1.3971060192529798,14.39300355051326,2.357576725896343
0.221,1.4114990228034932,13.136706524919338,-0.459668689171312
0.222,1.4246357293284124,13.731541327999787,2.274691480157103
0.223,1.4383672706564121,14.072100851047061,3.128151139637687
0.224,1.4524393715074593,14.07536177924577,0.005258040629938732
0.225,1.466514733286705,13.0555955914315,1.044480171938178
0.226,1.4795703288781366,12.991182564946476,1.9029738952469712
0.227,1.492561511443083,11.3389751180393,1.0171284654441708
0.228,1.5039004865611223,8.607600308075378,-0.3458558665947611
0.229,1.5125080868691976,9.460263289258837,-0.02525452127268113
0.23,1.5219683501584564,8.950060944646111,0.47684609220135754
0.231,1.5309184111031024,9.721168368555853,-0.01127897021876878
0.232,1.5406395794716583,9.242579038676027,0.7678287452098256
0.233,1.5498821585103344,9.882931220032708,1.2555242429897082
0.234,1.5597650897303672,8.859687400000537,4.0303747302791955
0.235,1.5686247771303679,9.506122609657542,4.644179477230637
0.236,1.5781308997400254,8.812283895918691,1.496040978849971
0.237,1.586943183635944,9.56013736675444,2.241149345441372
0.238,1.5965033210026984,9.656590702415354,5.110795332670121
0.239,1.6061599117051137,9.101309250341485,3.8879624248156075
0.24,1.6152612209554553,10.199732306475967,1.9507733650772374
0.241,1.6254609532619313,10.573034431518876,2.4573135737634484
0.242,1.6360339876934502,10.172152194506996,3.6373581971971953
0.243,1.6462061398879573,10.010187009968393,3.327653625573997
0.244,1.6562163268979258,11.328891174663548,1.5388485175606288
0.245,1.6675452180725894,12.675900475728454,1.6731750528272797
0.246,1.6802211185483178,13.808052498418512,2.583976219297383
0.247,1.6940291710467363,13.606909992306162,2.4240949916150933
0.248,1.7076360810390425,12.59724414124192,1.5857849619499484
0.249,1.7202333251802844,12.566284961261697,1.1830482010971448
0.25,1.7327996101415462,10.802929158216688,1.725275200840308
0.251,1.743602539299763,11.817561664459134,2.9745157836987364
0.252,1.755420100964222,12.076424784678938,2.9641786179336247
0.253,1.767496525748901,13.496164192941746,3.436269621149618
0.254,1.7809926899418427,12.73979490003407,1.9152930671021924
0.255,1.7937324848418768,12.50148786400088,0.9207200649595081
0.256,1.8062339727058776,13.693655611015483,3.498036433982789
0.257,1.819927628316893,13.937398032737867,2.506918051326508
0.258,1.833865026349631,12.964503681778567,2.883560770443318
0.259,1.8468295300314095,12.47670109038007,1.665921139899053
0.26,1.8593062311217896,12.40888740606811,1.2269744393846045
0.261,1.8717151185278578,14.483785322626861,1.699864423689264
0.262,1.8861989038504847,13.516088362720534,2.672610588120423
0.263,1.8997149922132053,12.813118111415125,1.5360728380190205
0.264,1.9125281103246203,13.603756598255734,0.626060907685748
0.265,1.926131866922876,14.379668817089248,1.3343328131898295
0.266,1.9405115357399652,13.022540430212901,3.8875771575544733
0.267,1.953534076170178,13.632470663819111,3.914933938082756
0.268,1.9671665468339972,15.69658200414322,2.5767234308281473
0.269,1.9828631288381404,13.946847170249736,0.9055186614666388
0.27,1.9968099760083902,13.589181272474338,-0.30688788778965814
0.271,2.0103991572808644,12.902564925858991,1.386359144220124
0.272,2.0233017222067233,13.747984577465667,2.781388705268128
0.273,2.037049706784189,13.840797295731868,4.287695787777526
0.274,2.050890504079921,13.275958326440858,2.4192455951384284
0.275,2.064166462406362,11.61671689541346,1.511236335609146
0.276,2.075783179301775,11.864867948627172,6.307303443833318
0.277,2.0876480472504024,9.759100606157968,3.9690515808913887
0.278,2.0974071478565603,9.990070094105898,-0.893921549195785
0.279,2.107397217950666,10.664367578516417,4.111294509839318
0.28,2.1180615855291824,12.315972887259317,3.5550973778308133
0.281,2.1303775584164417,9.525360803527043,2.547926997081689
0.282,2.139902919219969,9.676254797395302,1.9326892580492538
0.283,2.149579174017364,10.936934339569767,1.5905551402733886
0.284,2.160516108356934,10.419219756491653,0.0858738199477651
0.285,2.170935328113426,9.700443745435749,6.338396223675812
0.286,2.1806357718588614,10.059961813032476,1.6242575008556108
0.287,2.1906957336718937,8.236388957268904,2.721654844636359
0.288,2.1989321226291625,8.238246894119385,1.1062551541172168
0.289,2.207170369523282,8.52629011598682,1.6343019595322215
0.29,2.2156966596392684,9.160178662339645,3.0796288061100423
0.291,2.224856838301608,9.711833177006936,2.6976448416779557
0.292,2.234568671478615,7.645093041705522,2.872025842355776
0.293,2.2422137645203204,7.724199435704963,2.0194505556127047
0.294,2.2499379639560253,8.466430062223875,0.8590295086894519
0.295,2.258404394018249,8.062591295415485,1.8663773782259558
0.296,2.2664669853136648,6.235503991805748,2.3312157676806584
0.297,2.2727024893054706,5.654242674932137,4.010051337928667
0.298,2.2783567319804026,5.1179254459973915,-0.7199674060931174
0.299,2.2834746574264,4.940984412107487,3.545805550298114
0.3,2.2884156418385073,4.571865292368567,0.9490206307437512
0.301,2.292987507130876,5.3000133546975245,2.7841489081237194
0.302,2.2982875204855735,6.44037419253269,3.221387446926423
0.303,2.304727894678106,5.218882432715002,3.899146433488041
0.304,2.309946777110821,6.202152213924724,2.3797455806622696
0.305,2.3161489293247457,5.294774902560045,3.051587019158722
0.306,2.3214437042273057,5.982759647587826,3.842841162815582
0.307,2.3274264638748936,6.819761032058633,3.1828945942327462
0.308,2.3342462249069524,6.071394932330692,2.0855361502913596
0.309,2.340317619839283,4.415160941942769,0.8376421445433846
0.31,2.344732780781226,4.517934762140099,2.944550645001394
0.311,2.349250715543366,3.9951058239102673,-0.32808182722566226
0.312,2.3532458213672762,4.634411197121035,-0.882334764674217
0.313,2.3578802325643973,3.2475364395127952,1.6818708819619796
0.314,2.36112776900391,1.8972217267675355,4.130980396365453
0.315,2.3630249907306777,0.9609982183447624,1.143326002285896
0.316,2.3639859889490227,2.0305076648411706,2.547148013350993
0.317,2.366016496613864,1.014308397731243,2.8720686730942786
0.318,2.3670308050115954,2.0968539957400103,1.695503527612046
0.319,2.3691276590073356,1.7476363795065852,3.5037298374665102
0.32,2.370875295386842,1.0602482148996617,-0.7864663180167835
0.321,2.3719355436017415,0.6671914071135804,1.7887478356934199
0.322,2.372602735008855,0.325476219882595,0.6542028780313371
0.323,2.372928211228738,1.5207425521833158,0.9427896615671747
0.324,2.3744489537809215,0.7286848139928739,3.1512531449325083
0.325,2.375177638594914,0.6378333238505118,0.7418994934536087
0.326,2.3758154719187647,0.620873267318395,3.9426942133784295
0.327,2.3764363451860833,-0.26027730759450085,1.1331597154127682
0.328,2.3761760678784887,-0.3126798317423134,-1.3654351237231133
0.329,2.3758633880467466,0.3354037757713787,5.217283075626987
0.33,2.376198791822518,0.6673529871451958,1.6461899441682868
0.331,2.376866144809663,-0.4820461477150597,0.6405465913260255
0.332,2.376384098661948,-1.9098382174656274,2.623656177765417
0.333,2.3744742604444826,-0.34993083331815744,3.846529291209901
0.334,2.3741243296111643,-2.1279988855563454,-0.20695480809876754
0.335,2.371996330725608,-3.772224912414539,2.849527414567716
0.336,2.3682241058131934,-5.6042849142334745,1.8452355874198423
0.337,2.36261982089896,-5.042620884407351,1.7680817720038442
0.338,2.3575772000145525,-6.027465400599426,3.184383500421851
0.339,2.351549734613953,-5.405479524501014,3.7145225352679923
0.34,2.346144255089452,-7.036385232487372,3.614445493345403
0.341,2.3391078698569645,-8.569814669276148,4.21486618284058
0.342,2.3305380551876884,-8.412941248218246,2.8389234913914865
0.343,2.32212511393947,-8.897138160160548,2.5687891159126446
0.344,2.3132279757793097,-9.436858214938031,2.392092528118619
0.345,2.3037911175643715,-8.933358717887094,1.536931071427539
0.346,2.2948577588464842,-9.224452732503217,3.6578304703859157
0.347,2.285633306113981,-8.366855371657689,1.8806513259220896
0.348,2.2772664507423235,-7.702578143102485,1.0562837998737757
0.349,2.269563872599221,-8.905209412335251,-1.7717766850857366
0.35,2.2606586631868857,-9.440774908094044,1.7310950243457697
0.351,2.2512178882787914,-9.2224316609016,-0.41120740290600066
0.352,2.24199545661789,-8.84868889282041,2.2125482906865015
0.353,2.2331467677250694,-9.322338665752309,3.714483529543425
0.354,2.223824429059317,-8.85084131534716,2.00848092968306
0.355,2.21497358774397,-9.036092500627651,3.080035400288637
0.356,2.2059374952433424,-8.556893679871287,2.2656125204278825
0.357,2.197380601563471,-9.018177539625356,3.272973100102426
0.358,2.1883624240238455,-9.481788138397102,1.2198851935234085
0.359,2.1788806358854482,-9.316169456883172,0.849751686262312
0.36,2.169564466428565,-10.095328890757383,2.7635525638679845
0.361,2.1594691375378074,-8.448853607982972,4.123603188710024
0.362,2.1510202839298245,-7.510818692389409,1.92666823423606
0.363,2.143509465237435,-8.722304350846821,0.40594621148037957
0.364,2.1347871608865883,-8.190721867054334,3.2723501629870477
0.365,2.1265964390195338,-8.135416652302785,2.8444535557011736
0.366,2.118461022367231,-9.069499849042392,0.46937228130178155
0.367,2.1093915225181887,-10.58616772793182,-2.2481432860372954
0.368,2.0988053547902568,-11.463788516451688,2.78523792929046
0.369,2.087341566273805,-12.131170580622701,5.048383181674732
0.37,2.0752103956931824,-10.971338978727708,2.305749559313952
0.371,2.0642390567144546,-11.626355878116994,-0.938091491971945
0.372,2.0526127008363377,-12.490472383156453,0.7955708238295978
0.373,2.0401222284531815,-13.162876536458226,4.178628250190457
0.374,2.026959351916723,-13.774910697732903,0.9411374020496606
0.375,2.01318444121899,-14.76341399357677,-2.4100278752203037
0.376,1.9984210272254133,-14.848143589825984,0.8581550186932778
0.377,1.9835728836355873,-13.109859400756726,2.5918205015217963
0.378,1.9704630242348304,-12.210521381758683,0.34107338132405807
0.379,1.9582525028530717,-13.363944007158388,-0.6801843568890822
0.38,1.9448885588459133,-12.640384080904138,0.8780084849320169
0.381,1.932248174765009,-13.457229277650502,2.3536132302782193
0.382,1.9187909454873586,-14.14138455360019,1.4799365603496821
0.383,1.9046495609337584,-14.156026287450642,1.2679027360621835
0.384,1.8904935346463076,-13.880211054787011,1.7096775729736653
0.385,1.8766133235915206,-12.97715326336147,4.2103062298873715
0.386,1.863636170328159,-13.328173184802628,2.851412917828833
0.387,1.8503079971433563,-14.01650960672325,0.579119727767301
0.388,1.836291487536633,-15.187918340122964,2.8348156245710565
0.389,1.82110356919651,-14.06244234104465,2.0009795504920245
0.39,1.8070411268554654,-13.313743262237265,2.1858301597944885
0.391,1.7937273835932281,-13.681517213259006,2.574567679156219
0.392,1.7800458663799692,-13.645454900087213,3.562736632128994
0.393,1.766400411479882,-13.480488280342215,3.963935131552332
0.394,1.7529199231995396,-12.658580783325185,2.8214423573709757
0.395,1.7402613424162143,-13.03588337010779,1.683644813806055
0.396,1.7272254590461065,-11.32926513643796,4.201656790938991
0.397,1.7158961939096684,-10.895504811779848,3.1295886195054847
0.398,1.7050006890978886,-10.326003116059677,0.6398145491590412
0.399,1.694674685981829,-9.710643847313944,3.6148753977446773
0.4,1.684964042134515,-10.545036991711523,4.2736787273368915
0.401,1.6744190051428034,-10.32061059593655,2.156619580772305
0.402,1.6640983945468668,-9.83409316161482,2.6230201173078984
0.403,1.654264301385252,-8.803868556261724,1.7101152013661192
0.404,1.6454604328289903,-8.557363634051837,2.1256682383790975
0.405,1.6369030691949384,-7.712036252674366,2.116533281047901
0.406,1.629191032942264,-8.663470573533326,4.0169798996330375
0.407,1.6205275623687307,-9.39212913675102,3.1353770185147773
0.408,1.6111354332319798,-10.349420844843337,2.633842832883287
0.409,1.6007860123871365,-9.32452427998761,1.10291622913666
0.41,1.591461488107149,-8.378057653875178,2.4911407207084575
0.411,1.5830834304532737,-8.432431355311921,1.0602436188843638
0.412,1.5746509990979618,-8.769700928716162,-0.02117876583783973
0.413,1.5658812981692456,-10.119248000929813,3.357360526811868
0.414,1.5557620501683158,-9.927212210773805,1.2760529991389307
0.415,1.545834837957542,-9.021311058862706,1.3782264078960342
0.416,1.5368135268986793,-9.576417185644067,-1.688611058528084
0.417,1.5272371097130353,-8.918659604879624,-0.7598131260320702
0.418,1.5183184501081557,-9.988809041963389,-0.9478516976659155
0.419,1.5083296410661924,-8.974811363245447,-0.1565027559273764
0.42,1.4993548297029469,-8.313017962575644,0.8539887746250402
0.421,1.4910418117403712,-9.18742703185171,2.0080354350379914
0.422,1.4818543847085195,-8.415170769698072,2.2526536145723384
0.423,1.4734392139388215,-6.851809412826903,3.5267815595134326
0.424,1.4665874045259946,-7.714797848947,-0.6435673312635419
0.425,1.4588726066770477,-7.063923987763008,-3.0170034435933015
0.426,1.4518086826892846,-8.519050814123627,1.0048790558616272
0.427,1.4432896318751611,-9.93342801310584,-0.21977653981271583
0.428,1.4333562038620553,-10.06028498590082,-1.1305158599581169
0.429,1.4232959188761545,-10.99561577231573,3.608684801678484
0.43,1.4123003031038388,-10.534722216924806,-0.017752441585616063
0.431,1.401765580886914,-9.396456339182453,0.34677805605861844
0.432,1.3923691245477317,-11.617415638047184,1.8384982942244146
0.433,1.3807517089096846,-11.855591028566703,-0.5467190165323081
0.434,1.3688961178811179,-9.972542887545892,0.22346754944822367
0.435,1.358923574993572,-9.899467389532038,1.3469822931869373
0.436,1.34902410760404,-11.521397827190818,1.2684087623739178
0.437,1.337502709776849,-11.980057001738217,0.6040862281855296
0.438,1.3255226527751107,-11.640703679609063,0.9235715406821934
0.439,1.3138819490955016,-12.21560350328408,2.6373457583732005
0.44,1.3016663455922175,-11.146510485599208,0.9929723825591548
0.441,1.2905198351066183,-13.648614112361344,1.5922506286319016
0.442,1.276871220994257,-14.425930966561003,1.1208206085178405
0.443,1.262445290027696,-14.938278135619512,2.9768296592832932
0.444,1.2475070118920764,-15.428371541190685,0.13542615069072905
0.445,1.2320786403508857,-16.15325903204242,0.35487794569100906
0.446,1.2159253813188433,-16.654670787753428,1.469236921783318
0.447,1.1992707105310898,-17.484111783448576,1.210473000708973
0.448,1.1817865987476412,-17.33338287337189,-0.1568925751534127
0.449,1.1644532158742693,-17.97599406947873,0.13236743890397662
0.45,1.1464772218047905,-18.165452215671845,1.1973203478074057
0.451,1.1283117695891187,-15.598342998431262,-0.060625971776314014
0.452,1.1127134265906875,-15.439359198452893,1.2674563881121583
0.453,1.0972740673922345,-15.453126843694719,0.9711317952841388
0.454,1.0818209405485397,-16.021284871619716,0.633553072694088
0.455,1.06579965567692,-17.886768650534393,-1.6509564287049572
0.456,1.0479128870263856,-17.471020207907625,0.6546663662107947
0.457,1.030441866818478,-16.25061607449528,-2.5693495792753414
0.458,1.0141912507439828,-16.81016003507859,0.32521733596155855
0.459,0.9973810907089041,-17.71523737089808,-0.18416867366133338
0.46,0.979665853338006,-17.10271232139572,-1.4873511236607315
0.461,0.9625631410166103,-17.1370892408371,-0.749577088486386
